,ipa,nosyl
7121,tʰãˊŋ.mər,2
7122,tʰãˊŋ.nək̚,2
7123,tʰãˊŋ.b̥o,2
7124,tʰãˊŋ.b̥u,2
7125,tʰãˊŋ.mə,2
7126,tʰãˊŋ.ɲyl,2
7127,tʰãˊŋ.d͡z̥əm,2
7128,tʰãˊŋ.d͡z̥i,2
7129,tʰãˊŋ.d͡z̥ə,2
7130,tʰãˊŋ.ɕĩŋ,2
7131,tʰãˊŋ.ɕu,2
7132,tʰãˊŋ.g̊o,2
7133,tʰãˊŋ.jik̚,2
7134,tʰãˊŋ.ɟ̊ɛl,2
7135,tʰãˊŋ.lə,2
7136,tʰãˊŋ.lø,2
7137,tʰãˊŋ.ɕɛ,2
7138,tʰãˊŋ.g̊u,2
7139,tʰãˊŋ.ɖ̥ø̃n̚,2
7140,tʰãˊŋ.d̥õŋ,2
7141,tʰãˊŋ.d̥ɛr,2
7142,tʰãˊŋ.mɛ̃n̚,2
7143,tʰãˊŋ.muk̚,2
7144,tʰɛˊ.g̊ə,2
7145,tʰɛˊ.d̥ɔk̚,2
7146,tʰɛˊ.ɖ͡ʐ̊ãŋ,2
7147,tʰɛˊ.ɖ̥ãŋ,2
7148,tʰɛˊ.d͡z̥əm,2
7149,tʰɛˊ.d͡z̥ɔr,2
7150,tʰɛˊ.so,2
7151,tʰɛˊ.ɟ̊ur,2
7152,tʰɛ̃ˊn̚,1
7153,tʰɛˊŋ.g̊ɔr,2
7154,tʰɛˊn̚.d̥ỹn̚,2
7155,tʰɛˊm.b̥ə,2
7156,tʰɛˊn̚.ɖ͡ʐ̊ə,2
7157,tʰɛˊn̚.ɖ͡ʐ̊ũŋ,2
7158,tʰɛˊn̚.ɖ͡ʐ̊ur,2
7159,tʰɛˊn.ɖ̥e,2
7160,tʰɛˊn.d̥ɛ,2
7161,tʰɛˊŋ.g̊ɛ,2
7162,tʰɛˊɲ.ɟ̊ø̃n̚,2
7163,tʰɛˊn.ɖ̥ĩn̚,2
7164,tʰəˊp̚.kə,2
7165,tʰəˊp̚.kə.wə,3
7166,tʰəˊp̚.kãŋ,2
7167,tʰəˊp̚.ʈo,2
7168,tʰəˊp̚.ɲɛr,2
7169,tʰəˊp.ɕɔp̚,2
7170,tʰəˊp̚.jɔk̚,2
7171,tʰəˊp.sur,2
7172,tʰəˊp̚.kur,2
7173,tʰəˊp.ʈ͡ʂɛ,2
7174,tʰəˊp̚.tip̚,2
7175,tʰəˊp̚.ʈ͡ʂi,2
7176,tʰəˊp.su,2
7177,tʰəˊp̚.ko,2
7178,tʰəˊp̚.mik̚,2
7179,tʰəˊp̚.t͡sək̚,2
7180,tʰəˊp̚.t͡sãŋ,2
7181,tʰəˊp̚.t͡suk̚,2
7182,tʰəˊp.ʈəm,2
7183,tʰəˊp.to,2
7184,tʰəˊp̚.lə,2
7185,tʰəˊp.ɕɔr,2
7186,tʰəˊp̚.kəm,2
7187,tʰəˊp̚.cɛl,2
7188,tʰəˊp̚.cɛ,2
7189,tʰəˊp.ʈɔm,2
7190,tʰəˊp̚.nø,2
7191,tʰəˊp.ʈ͡ʂik̚,2
7192,tʰəˊp̚.ʈ͡ʂək̚,2
7193,tʰəˊp̚.ʈ͡ʂy,2
7194,tʰəˊp̚.ʈɛl,2
7195,tʰəˊp̚.kɛ,2
7196,tʰəˊp̚.mɛ,2
7197,tʰəˊp̚.t͡syl,2
7198,tʰəˊp.sɛ,2
7199,tʰəˊp̚.ʈyl,2
7200,tʰəˊp̚.t͡søl,2
7201,tʰəˊp.tuk̚,2
7202,tʰəˊp̚.ləm,2
7203,tʰəˊp.ɕɛ,2
7204,tʰaˊm.g̊ə,2
7205,tʰaˊm.d̥əm,2
7206,tʰaˊm.d̥ɔm,2
7207,tʰaˊm.b̥ə,2
7208,tʰaˊm.ɖ̥ɛ̃n̚,2
7209,tʰaˊm.d͡z̥ɛl,2
7210,tʰaˊm.ju,2
7211,tʰaˊm.lək̚,2
7212,tʰaˊr.sõŋ,2
7213,tʰaˊr.ɖ͡ʐ̊ək̚,2
7214,tʰaˊr.d̥ər,2
7215,tʰaˊr.d̥o,2
7216,tʰaˊr.d̥ɔr,2
7217,tʰaˊr.nu,2
7218,tʰaˊr.b̥ə,2
7219,tʰaˊr.wə,2
7220,tʰaˊr.mə,2
7221,tʰaˊr.ɕək̚,2
7222,tʰaˊr.ləm,2
7223,tʰaˊr.sə,2
7224,tʰɛˊl.g̊ər,2
7225,tʰɛˊl.g̊õŋ,2
7226,tʰɛˊl.ŋək̚,2
7227,tʰɛˊl.ɖ͡ʐ̊ə,2
7228,tʰɛˊl.ɖ͡ʐ̊u,2
7229,tʰɛˊl.ɖ͡ʐ̊ɛ̃n̚,2
7230,tʰɛˊl.ɲɔr,2
7231,tʰɛˊl.ɖ̥ɛ,2
7232,tʰɛˊl.d̥ɛl,2
7233,tʰɛˊl.ɖ̥ɛk̚,2
7234,tʰɛˊl.ɖ͡ʐ̊ək̚,2
7235,tʰɛˊl.wə,2
7236,tʰɛˊl.ɖ͡ʐ̊ũŋ,2
7237,tʰɛˊl.mə,2
7238,tʰɛˊl.d̥ɔk̚,2
7239,tʰɛˊl.mo,2
7240,tʰɛˊl.d͡z̥ãŋ,2
7241,tʰɛˊl.d͡z̥ɛ̃n̚,2
7242,tʰɛˊl.d͡z̥ə,2
7243,tʰɛˊl.ɕək̚,2
7244,tʰɛˊl.g̊um,2
7245,tʰɛˊl.ɟ̊ur,2
7246,tʰɛˊl.d͡z̥up̚,2
7247,tʰɛˊl.jɛ,2
7248,tʰɛˊl.rãŋ,2
7249,tʰɛˊl.ɟ̊uk̚,2
7250,tʰɛˊl.d̥yl,2
7251,tʰɛˊː.lũŋ,2
7252,tʰɛˊː.lɛ̃n̚,2
7253,tʰɛˊː.ly,2
7254,tʰɛˊl.ɕɔk̚,2
7255,tʰɛˊl.g̊ɛ,2
7256,tʰɛˊl.ɟ̊ø̃n̚,2
7257,tʰɛˊl.b̥əp̚,2
7258,tʰɛˊl.ɖ͡ʐ̊ər,2
7259,tʰɛˊl.mɛ̃n̚,2
7260,tʰiˊ.g̊u,2
7261,tʰiˊ.wə,2
7262,tʰiˊ.rə,2
7263,tʰiˊː.g̊ɔr,2
7264,tʰiˊŋ.nək̚,2
7265,tʰiˊk̚.pə,2
7266,tʰiˊk̚.po,2
7267,tʰiˊ.pɔr,2
7268,tʰiˊŋ.mə,2
7269,tʰiˊ.t͡sɛ,2
7270,tʰiˊ.t͡sø̃n̚,2
7271,tʰiˊg̊.rɛl,2
7272,tʰiˊg̊.ri,2
7273,tʰiˊ.ɟ̊ɛl,2
7274,tʰiˊk̚.t͡sə,2
7275,tʰiˊk̚.t͡səm,2
7276,tʰiˊk.ɕĩŋ,2
7277,tʰiˊk.ɕup̚,2
7278,tʰiˊk̚.sə,2
7279,tʰiˊː.g̊y,2
7280,tʰiˊ.ɟ̊e,2
7281,tʰiˊk̚.ʈɔm,2
7282,tʰiˊk̚.ʈ͡ʂɛ,2
7283,tʰiˊk̚.sɛ,2
7284,tʰiˊ.t͡sək̚,2
7285,tʰĩˊŋ.juk̚,2
7286,tʰĩˊŋ.ril,2
7287,tʰĩˊŋ.li,2
7288,tʰĩˊŋ.b̥ə,2
7289,tʰiˊː.b̥ə,2
7290,tʰiˊː.b̥u,2
7291,tʰiˊː.b̥o,2
7292,tʰiˊp.se,2
7293,tʰiˊm.b̥ə,2
7294,tʰiˊm.b̥u,2
7295,tʰiˊm.d͡z̥ãŋ,2
7296,tʰiˊm.rim,2
7297,tʰiˊ.u,2
7298,tʰuˊ.ɕəm,2
7299,tʰuˊ.b̥o,2
7300,tʰuˊ.wə,2
7301,tʰuˊ.wo,2
7302,tʰuˊ.mi,2
7303,tʰuˊ.mɛ,2
7304,tʰuˊ.mo,2
7305,tʰuˊ.ru,2
7306,tʰuˊ.re,2
7307,tʰuˊ.ly,2
7308,tʰuˊ.lum,2
7309,tʰuˊː.g̊ɔk̚,2
7310,tʰuˊk̚.sər,2
7311,tʰuˊ.ʈ͡ʂɔm,2
7312,tʰuˊ.tɛl,2
7313,tʰuˊ.tup̚,2
7314,tʰuˊ.tər,2
7315,tʰuˊɣ.nək̚,2
7316,tʰuˊk̚.pə,2
7317,tʰuˊ.py,2
7318,tʰuˊ.ʈ͡ʂø,2
7319,tʰuˊ.t͡səm,2
7320,tʰuˊɣ.mɛ,2
7321,tʰuˊ.ʈɛ,2
7322,tʰuˊk̚.ʈɛ,2
7323,tʰuˊ.jɛ,2
7324,tʰuˊ.ɟ̊uk̚,2
7325,tʰuˊɣ.ŋə,2
7326,tʰuˊk̚.t͡səm,2
7327,tʰuˊk̚.ʈ͡ʂãŋ,2
7328,tʰuˊk̚.ʈə,2
7329,tʰuˊk̚.tɔr,2
7330,tʰuˊː.g̊ə,2
7331,tʰuˊː.g̊ur,2
7332,tʰuˊ.ʈɛl,2
7333,tʰuˊɣ.ɲɛr,2
7334,tʰuˊ.jẽŋ,2
7335,tʰuˊ.ʈ͡ʂy,2
7336,tʰuˊ.tək̚,2
7337,tʰuˊ.ɟ̊ɛl,2
7338,tʰuˊː.g̊õŋ,2
7339,tʰuˊ.təm,2
7340,tʰuˊ.pək̚,2
7341,tʰuˊk̚.tɛ̃n̚,2
7342,tʰuˊɣ.ɕɛ,2
7343,tʰuˊk̚.tək̚,2
7344,tʰuˊk̚.səm,2
7345,tʰuˊ.ɟ̊ɛ,2
7346,tʰuˊɣ.ɲɛl,2
7347,tʰuˊ.ɟ̊ɛ̃n̚,2
7348,tʰuˊɣ.ɲɛ,2
7349,tʰuˊ.ʈuk̚,2
7350,tʰuˊk̚.tỹn̚,2
7351,tʰuˊ.ʈẽŋ,2
7352,tʰuˊ.ʈɔk̚,2
7353,tʰuˊg̊.rik̚,2
7354,tʰuˊ.ɟ̊y,2
7355,tʰuˊk̚.ʈ͡ʂe,2
7356,tʰuˊɣ.lɛ,2
7357,tʰuˊk̚.ʈo,2
7358,tʰuˊɣ.mø̃n̚,2
7359,tʰuˊk̚.sɛ,2
7360,tʰũˊː.ŋu.mə,3
7361,tʰũˊŋ.d̥ũŋ,2
7362,tʰũˊŋ.wə,2
7363,tʰũˊŋ.ɟ̊uk̚,2
7364,tʰũˊŋ.si,2
7365,tʰũˊŋ.ɟ̊ɛl,2
7366,tʰyˊ,1
7367,tʰyˊ.d̥y,2
7368,tʰyˊ.b̥ɔr,2
7369,tʰyˊn.d̥ɔr,2
7370,tʰyˊn̚.d̥i,2
7371,tʰyˊn̚.d̥ỹn̚,2
7372,tʰyˊn̚.d̥õŋ,2
7373,tʰyˊn̚.ɖ̥uk̚,2
7374,tʰyˊm.b̥ə,2
7375,tʰyˊn̚.ɖ͡ʐ̊ɛ,2
7376,tʰyˊn̚.wər,2
7377,tʰyˊn̚.ɖ̥əp̚,2
7378,tʰyˊn̚.mə,2
7379,tʰyˊn̚.mõŋ.sə,3
7380,tʰyˊn̚.d͡z̥ø,2
7381,tʰyˊn.ɖ̥u,2
7382,tʰyˊn̚.rə,2
7383,tʰyˊn̚.ɖ͡ʐ̊ɔr,2
7384,tʰuˊp̚.ʈ͡ʂɛ̃n̚,2
7385,tʰuˊp̚.ʈ͡ʂø,2
7386,tʰuˊp̚.kə,2
7387,tʰuˊp̚.wãŋ,2
7388,tʰuˊː.b̥ə,2
7389,tʰuˊp.tɛ̃n̚,2
7390,tʰuˊp.t͡səm,2
7391,tʰuˊp̚.t͡sø,2
7392,tʰuˊm.lɔk̚,2
7393,tʰuˊm.ɖ̥ɛ,2
7394,tʰuˊm.d̥i,2
7395,tʰuˊm.d̥um,2
7396,tʰuˊm.b̥ə,2
7397,tʰuˊm.b̥o,2
7398,tʰuˊm.b̥u,2
7399,tʰuˊm.ɟ̊ə,2
7400,tʰuˊr,1
7401,tʰuˊr.ɖ̥ip̚,2
7402,tʰuˊr.ɖ͡ʐ̊ɛ,2
7403,tʰuˊr.ɖ̥ø,2
7404,tʰuˊr.mə,2
7405,tʰuˊr.g̊o,2
7406,tʰuˊr.d̥ə,2
7407,tʰuˊr.ɕo,2
7408,tʰuˊr.ɖ̥il,2
7409,tʰuˊr.ɖ̥o,2
7410,tʰuˊr.ɖ͡ʐ̊ãŋ,2
7411,tʰuˊr.b̥əp̚,2
7412,tʰuˊː.re,2
7413,tʰuˊr.d̥o,2
7414,tʰuˊr.ləm,2
7415,tʰuˊr.lũŋ,2
7416,tʰuˊr.ɕĩŋ,2
7417,tʰuˊr.sãŋ,2
7418,tʰyˊl,1
7419,tʰyˊl.ɖ͡ʐ̊e,2
7420,tʰyˊl.b̥ə,2
7421,tʰyˊl.wə,2
7422,tʰyˊː.le,2
7423,tʰeˊ.g̊õŋ,2
7424,tʰeˊ.d̥ɔk̚,2
7425,tʰeˊ.g̊i,2
7426,tʰeˊ.g̊e,2
7427,tʰeˊ.ɖ͡ʐ̊y,2
7428,tʰeˊ.wə,2
7429,tʰeˊ.d͡z̥uk̚,2
7430,tʰeˊ.wo,2
7431,tʰeˊ.ɖ̥ãŋ,2
7432,tʰeˊ.g̊ɛ̃n̚,2
7433,tʰeˊ.d͡z̥ɔm,2
7434,tʰeˊ.d͡z̥ɔk̚,2
7435,tʰeˊ.rɛk̚,2
7436,tʰɛˊ.ʈ͡ʂũŋ,2
7437,tʰɛˊ.ʈ͡ʂɛ̃n̚,2
7438,tʰɛˊŋ.mɛ̃n̚,2
7439,tʰɛˊk̚.pə,2
7440,tʰɛˊ.ʈ͡ʂɔk̚,2
7441,tʰɛˊ.t͡sɛ,2
7442,tʰẽˊŋ.b̥o,2
7443,tʰẽˊŋ.wə,2
7444,tʰẽˊŋ,1
7445,tʰẽˊŋ.b̥ə,2
7446,tʰẽˊŋ.mãŋ,2
7447,tʰɛˊ.b̥o,2
7448,tʰɛˊ.wɔr,2
7449,tʰɛˊn̚.ɖ͡ʐ̊ɛr,2
7450,tʰɛˊp̚,1
7451,tʰɛˊː.b̥ə,2
7452,tʰɛˊp̚.ʈ͡ʂək̚,2
7453,tʰɛˊp̚.ʈ͡ʂi,2
7454,tʰɛˊp̚.ʈ͡ʂə,2
7455,tʰɛˊː.b̥ɛ,2
7456,tʰɛˊp.ʈ͡ʂək̚,2
7457,tʰɛˊp̚.re,2
7458,tʰɛˊp.t͡sə,2
7459,tʰɛˊp̚.lũŋ,2
7460,tʰɛˊp.ʈ͡ʂər,2
7461,tʰɛˊm.g̊ə,2
7462,tʰɛˊm.g̊ũŋ,2
7463,tʰɛˊm.d̥o,2
7464,tʰɛˊm.d̥y,2
7465,tʰɛˊm.d̥ɛp̚,2
7466,tʰɛˊm.b̥u,2
7467,tʰɛˊm.ɖ͡ʐ̊ãŋ,2
7468,tʰɛˊm.b̥ɛ̃n̚,2
7469,tʰɛˊm.jik̚,2
7470,tʰɛˊm.rim,2
7471,tʰɛˊː.mãŋ,2
7472,tʰɛˊm.d͡z̥ə,2
7473,tʰɛˊm.g̊ɛ,2
7474,tʰɛˊm.b̥ãŋ,2
7475,tʰeˊ.u,2
7476,tʰeˊ.u.ɖ͡ʐ̊u,3
7477,tʰeˊ.u.rãŋ,3
7478,tʰɛˊr.sɛ̃n̚,2
7479,tʰɛˊr.g̊e,2
7480,tʰɛˊr.d̥ək̚,2
7481,tʰɛˊr.d̥ɛr,2
7482,tʰɛˊr.b̥o,2
7483,tʰɛˊr.ɖ̥uk̚,2
7484,tʰɛˊr.b̥ək̚,2
7485,tʰɛˊr.mə,2
7486,tʰɛˊr.suk̚,2
7487,tʰɛˊr.d̥ø̃n̚,2
7488,tʰɛˊr.b̥um,2
7489,tʰɛˊr.d͡z̥ỹn̚,2
7490,tʰɛˊr.g̊y,2
7491,tʰɛˊr.səp̚,2
7492,tʰɛˊl.g̊ə,2
7493,tʰɛˊl.d͡z̥e,2
7494,tʰoˊ.ɕũŋ,2
7495,tʰoˊ.ɖ͡ʐ̊o,2
7496,tʰoˊ.ɖ͡ʐ̊ɛ̃n̚,2
7497,tʰoˊ.d̥o,2
7498,tʰoˊ.b̥o,2
7499,tʰoˊ.ɖ͡ʐ̊i,2
7500,tʰoˊ.ɖ̥uk̚,2
7501,tʰoˊ.wə,2
7502,tʰoˊ.ɕɛr,2
7503,tʰoˊ.ɖ͡ʐ̊ø,2
7504,tʰoˊ.g̊ø,2
7505,tʰoˊ.b̥ək̚,2
7506,tʰoˊ.jik̚,2
7507,tʰoˊ.jɔr,2
7508,tʰoˊ.rãŋ,2
7509,tʰoˊ.ril,2
7510,tʰoˊ.ru,2
7511,tʰoˊ.re.wə,3
7512,tʰoˊ.rẽŋ,2
7513,tʰoˊ.lum,2
7514,tʰoˊ.le,2
7515,tʰoˊ.le.g̊ɔr,3
7516,tʰoˊ.lɔk̚,2
7517,tʰoˊ.so,2
7518,tʰoˊ.g̊ɔr,2
7519,tʰɔˊ.jəp̚,2
7520,tʰɔˊ.jɔk̚,2
7521,tʰɔˊː.g̊u,2
7522,tʰɔˊ.tək̚,2
7523,tʰɔˊ.tɔk̚,2
7524,tʰɔˊk̚.pãŋ,2
7525,tʰɔˊ.ʈãŋ,2
7526,tʰɔˊ.ʈũŋ,2
7527,tʰɔˊ.pip̚,2
7528,tʰɔˊk̚.t͡sɛk̚,2
7529,tʰɔˊ.pu,2
7530,tʰɔˊ.wɔr,2
7531,tʰɔˊɣ.mə,2
7532,tʰɔˊ.tə,2
7533,tʰɔˊk̚.tə,2
7534,tʰɔˊk̚.tɛl,2
7535,tʰɔˊɣ.mɛ,2
7536,tʰɔˊk̚.tɔk̚,2
7537,tʰɔˊk̚.təm,2
7538,tʰɔˊ.jøl,2
7539,tʰɔˊg̊.rɛ,2
7540,tʰɔˊg̊.rim,2
7541,tʰɔˊg̊.ry,2
7542,tʰɔˊː.g̊ø,2
7543,tʰɔˊ.ɟ̊ək̚,2
7544,tʰɔˊ.ɟ̊uk̚,2
7545,tʰɔˊk̚.tip̚,2
7546,tʰɔˊk̚.to,2
7547,tʰɔˊk̚.ʈ͡ʂək̚,2
7548,tʰɔˊk̚.ʈ͡ʂɔk̚,2
7549,tʰɔˊk̚.tɛ̃n̚,2
7550,tʰɔˊɣ.ɕɛ,2
7551,tʰɔˊɣ.ɕɔk̚,2
7552,tʰɔˊk̚.ʈə,2
7553,tʰɔˊk̚.pə,2
7554,tʰɔˊk̚.ʈ͡ʂɛ,2
7555,tʰõˊŋ.g̊ɔr,2
7556,tʰõˊŋ.g̊ə,2
7557,tʰõˊŋ.ɕøl,2
7558,tʰõˊŋ.d̥õŋ,2
7559,tʰõˊŋ.b̥ə,2
7560,tʰõˊŋ.wə,2
7561,tʰõˊŋ.g̊ɛ̃n̚,2
7562,tʰõˊŋ.mi.wə,3
7563,tʰõˊŋ.ɲi,2
7564,tʰõˊŋ.d͡z̥ɛr,2
7565,tʰõˊŋ.d͡z̥ĩn̚,2
7566,tʰõˊŋ.ɔk̚,2
7567,tʰõˊŋ.d͡z̥ə,2
7568,tʰõˊŋ.d͡z̥e,2
7569,tʰõˊŋ.ɖ͡ʐ̊ək̚,2
7570,tʰõˊŋ.so,2
7571,tʰøˊ.g̊ɔr,2
7572,tʰøˊ.ɖ̥ək̚,2
7573,tʰøˊ.ɖ͡ʐ̊ĩŋ,2
7574,tʰøˊ.d̥uk̚,2
7575,tʰøˊ.ɖ̥i,2
7576,tʰøˊ.b̥ə,2
7577,tʰøˊ.b̥ãŋ,2
7578,tʰøˊ.b̥ɔr,2
7579,tʰøˊ.ɖ̥ẽŋ,2
7580,tʰøˊ.ɖ͡ʐ̊õŋ,2
7581,tʰøˊ.d͡z̥ɛl,2
7582,tʰøˊ.g̊ur,2
7583,tʰøˊ.rɛ,2
7584,tʰøˊ.ry,2
7585,tʰøˊ.ɟ̊ɛ̃n̚,2
7586,tʰøˊ.ŋə,2
7587,tʰøˊ.d͡z̥ə,2
7588,tʰøˊ.g̊əm,2
7589,tʰøˊn̚.g̊ũŋ,2
7590,tʰøˊn̚.d̥i,2
7591,tʰøˊm.b̥ə,2
7592,tʰøˊn̚.ɖ͡ʐ̊ək̚,2
7593,tʰøˊn̚.b̥u,2
7594,tʰøˊn̚.mi,2
7595,tʰøˊn̚.jyl,2
7596,tʰøˊn̚.d͡z̥õŋ,2
7597,tʰøˊŋ.g̊ɔr,2
7598,tʰøˊɲ.ɟ̊ɛ,2
7599,tʰɔˊp̚.kũŋ,2
7600,tʰɔˊp̚.ʈãŋ,2
7601,tʰɔˊp.ʈ͡ʂi,2
7602,tʰɔˊp̚.ʈ͡ʂə,2
7603,tʰɔˊp̚.ʈ͡ʂi,2
7604,tʰɔˊp̚.ʈ͡ʂu,2
7605,tʰɔˊp̚.tãŋ,2
7606,tʰɔˊp̚.to,2
7607,tʰɔˊp̚.nɔr,2
7608,tʰɔˊː.b̥ə,2
7609,tʰɔˊp.ɕək̚,2
7610,tʰɔˊp̚.ʈ͡ʂɛ,2
7611,tʰɔˊp̚.t͡sir,2
7612,tʰɔˊp̚.jik̚,2
7613,tʰɔˊp̚.rim,2
7614,tʰɔˊp̚.cɛl,2
7615,tʰɔˊp.ɕə,2
7616,tʰɔˊp.ɕɔr,2
7617,tʰɔˊp̚.kɛl,2
7618,tʰɔˊm,1
7619,tʰɔˊm.jɔr,2
7620,tʰɔˊr.g̊ø,2
7621,tʰɔˊr.ɖ͡ʐ̊ɔk̚,2
7622,tʰɔˊr.ɖ͡ʐ̊ø,2
7623,tʰɔˊr.d̥o,2
7624,tʰɔˊr.d̥ỹn̚,2
7625,tʰɔˊr.nək̚,2
7626,tʰɔˊr.nɛ,2
7627,tʰɔˊr.b̥ə,2
7628,tʰɔˊr.wə,2
7629,tʰɔˊr.b̥u,2
7630,tʰɔˊr.mə,2
7631,tʰɔˊr.mo,2
7632,tʰɔˊr.d͡z̥əm,2
7633,tʰɔˊr.d͡z̥uk̚,2
7634,tʰɔˊr.b̥ur,2
7635,tʰɔˊr.jɛ̃n̚,2
7636,tʰɔˊr.nəm,2
7637,tʰøˊl,1
7638,tʰøˊ.ɖ̥øl,2
7639,tʰøˊ.ɖ͡ʐ̊ũŋ,2
7640,tʰøˊ.wãŋ,2
7641,tʰøˊ.nɔr,2
7642,tʰøˊ.səm,2
7643,tʰøˊ.ɖ͡ʐ̊ɛ,2
7644,tʰøˊ.mãŋ,2
7645,tʰøˊ.ɖ͡ʐ̊ɔk̚,2
7646,tʰøˊ.d͡z̥ɛ,2
7647,tʰøˊ.d͡z̥ø,2
7648,tʰøˊ.d͡z̥ĩn̚,2
7649,tʰøˊ.ɟ̊ə,2
7650,tʰøˊ.lo,2
7651,tʰøˊ.ɖ̥ɔk̚,2
7652,tʰøˊ.nãŋ,2
7653,tʰaˋ.g̊o,2
7654,tʰaˋ.g̊ə,2
7655,tʰaˋ.d̥ø,2
7656,tʰaˋ.sø,2
7657,tʰaˋ.g̊õŋ,2
7658,tʰaˋ.ɖ͡ʐ̊i,2
7659,tʰaˋ.ɖ͡ʐ̊u,2
7660,tʰaˋ.ɖ͡ʐ̊ɔk̚,2
7661,tʰaˋ.ɖ̥ik̚,2
7662,tʰaˋ.d̥ũŋ,2
7663,tʰaˋ.ɖ̥ək̚,2
7664,tʰaˋ.nãŋ,2
7665,tʰaˋ.ni,2
7666,tʰaˋ.b̥ɛ̃n̚,2
7667,tʰaˋ.ɖ͡ʐ̊ĩn̚,2
7668,tʰaˋ.wər,2
7669,tʰaˋ.b̥ur,2
7670,tʰaˋ.b̥ɛr,2
7671,tʰaˋ.d̥ə,2
7672,tʰaˋ.mø,2
7673,tʰaˋ.d͡z̥uk̚,2
7674,tʰaˋ.d͡z̥ur,2
7675,tʰaˋ.d͡z̥ø,2
7676,tʰaˋ.ɕək̚,2
7677,tʰaˋ.rə,2
7678,tʰaˋ.rãŋ,2
7679,tʰaˋ.rũŋ,2
7680,tʰaˋ.rɛ,2
7681,tʰaˋ.ɟ̊ə,2
7682,tʰaˋ.ɟ̊ãŋ,2
7683,tʰaˋ.g̊ɛ̃n̚,2
7684,tʰaˋ.lɛ̃n̚,2
7685,tʰaˋ.ləm,2
7686,tʰaˋ.lo,2
7687,tʰaˋn.d̥ər,2
7688,tʰaˋ.g̊ø,2
7689,tʰaˋ.d̥e,2
7690,kɛˊn̚.ɲɛr,2
7691,kaˊ.nɛ,2
7692,kaˊ.ŋɛl,2
7693,kaˊ.ɖ͡ʐ̊ɛ̃n̚,2
7694,kaˊ.d̥up̚,2
7695,kaˊ.b̥o,2
7696,kaˊ.mo,2
7697,kaˊ.d͡z̥ɛ,2
7698,kaˊ.d͡z̥ɛk̚,2
7699,kaˊ.g̊ək̚,2
7700,kaˊn.ɖ̥ɛl,2
7701,kaˊ.ruk̚,2
7702,kaˊ.lɛ,2
7703,kaˊ.nãŋ,2
7704,kaˊ.ɖ͡ʐ̊ɛ,2
7705,kaˊ.ɖ͡ʐ̊õŋ,2
7706,kaˊr.ɖ̥ə,2
7707,kaˊr.ɖ̥ə.mɛ̃n̚,3
7708,kaˊr.ɖ̥ɔː.me,3
7709,kaˊr.d͡z̥ãŋ,2
7710,kaˊr.jə,2
7711,kaˊr.jẽŋ,2
7712,kaˊr.sɛl,2
7713,kaˊr.sum,2
7714,kaˊr.sur,2
7715,kaˊr.ɖ͡ʐ̊ə,2
7716,kaˊr.ɖ͡ʐ̊ək̚,2
7717,kaˊr.ɖ͡ʐ̊ɛl,2
7718,kaˊr.ɖ͡ʐ̊u,2
7719,kaˊr.ɖ͡ʐ̊ø,2
7720,kaˊr.ɲe,2
7721,kaˊr.d̥ik̚,2
7722,kaˊr.mər,2
7723,kaˊr.d̥y,2
7724,kaˊr.nək̚,2
7725,kaˊr.b̥ip̚,2
7726,kaˊr.b̥y,2
7727,kaˊr.ɖ͡ʐ̊ɔk̚,2
7728,kaˊr.wə,2
7729,kaˊr.d͡z̥ɛk̚,2
7730,kaˊr.ɕɛl,2
7731,kaˊr.sø,2
7732,kaˊr.d̥ãŋ,2
7733,kaˊr.d͡z̥ɛ,2
7734,kaˊr.mi,2
7735,kaˊr.mĩn̚,2
7736,kaˊr.me,2
7737,kaˊr.mo,2
7738,kaˊr.ɕø,2
7739,kaˊr.sɛ,2
7740,kaˊr.d̥ə,2
7741,kaˊr.ɟ̊ɛ,2
7742,kaˊr.ɖ͡ʐ̊əm,2
7743,kaˊr.d̥ø̃n̚,2
7744,kaˊr.d͡z̥ĩn̚,2
7745,kaˊr.ø,2
7746,kaˊr.jøl,2
7747,kaˊː.rək̚,2
7748,kaˊː.rik̚,2
7749,kaˊː.ru,2
7750,kaˊr.ɟ̊ãŋ,2
7751,kaˊr.ɟ̊ɛ̃n̚,2
7752,kaˊr.ləː.me,3
7753,kaˊr.lɛ,2
7754,kaˊr.lõŋ,2
7755,kaˊr.d̥ɛ̃n̚,2
7756,kaˊr.ɕə,2
7757,kaˊr.ɕup̚,2
7758,kaˊr.ɕe,2
7759,kaˊr.sãŋ,2
7760,kaˊr.sɛr,2
7761,kaˊr.ɟ̊ə,2
7762,kaˊr.ɟ̊õŋ,2
7763,kaˊr.d̥ɛr,2
7764,kaˊr.ɖ͡ʐ̊ɛ,2
7765,kaˊr.ɖ̥ãŋ,2
7766,kaˊr.ɖ̥o,2
7767,kaˊr.lɛl,2
7768,kuˊ.nɛ,2
7769,kuˊ.ɲe,2
7770,kuˊ.d͡z̥əm,2
7771,kuˊ.ɖ͡ʐ̊i,2
7772,kuˊ.d̥o,2
7773,kuˊ.g̊əp̚,2
7774,kuˊ.b̥ɔm,2
7775,ciˊl.ɕũŋ,2
7776,ciˊl.ɕək̚,2
7777,ciˊl.g̊u,2
7778,ciˊl.ɖ͡ʐ̊ɔk̚,2
7779,ciˊl.d̥ãŋ,2
7780,ciˊl.d̥ɛ,2
7781,ciˊl.d̥ik̚,2
